device,source_table,name,doc_address,remote_pdu_offset,local_iec,northbound_table,northbound_pdu_offset,dtype,unit,scale,writable,pulse,description
feedwater_tank,INPUT,STATUS_WORD,30001,0,%IW128,INPUT,128,bitfield,,1,no,no,狀態字
feedwater_tank,INPUT,ALARM_WORD_1,30002,1,%IW129,INPUT,129,bitfield,,1,no,no,
feedwater_tank,INPUT,ALARM_WORD_2,30003,2,%IW130,INPUT,130,bitfield,,1,no,no,
feedwater_tank,INPUT,TRIP_WORD,30004,3,%IW131,INPUT,131,bitfield,,1,no,no,
feedwater_tank,INPUT,DEVICE_STATE,30005,4,%IW132,INPUT,132,enum,,1,no,no,
feedwater_tank,INPUT,FIRST_OUT_CODE,30006,5,%IW133,INPUT,133,u16,,1,no,no,
feedwater_tank,INPUT,OVERALL_QUALITY,30007,6,%IW134,INPUT,134,enum,,1,no,no,
feedwater_tank,INPUT,REGISTER_MAP_VERSION,30008,7,%IW135,INPUT,135,u16,,1,no,no,
feedwater_tank,INPUT,FIRMWARE_VERSION,30009,8,%IW136,INPUT,136,u16,,1,no,no,
feedwater_tank,INPUT,TANK_LEVEL,30010,9,%IW137,INPUT,137,u16,%,100,no,no,
feedwater_tank,INPUT,TANK_MASS_HI,30011,10,%IW138,INPUT,138,u32,kg,1,no,no,
feedwater_tank,INPUT,TANK_MASS_LO,30012,11,%IW139,INPUT,139,u16,kg,1,no,no,
feedwater_tank,INPUT,CONDENSATE_INFLOW,30013,12,%IW140,INPUT,140,u16,kg/s,100,no,no,
feedwater_tank,INPUT,FEEDWATER_OUTFLOW,30014,13,%IW141,INPUT,141,u16,kg/s,100,no,no,
feedwater_tank,INPUT,WATER_TEMPERATURE,30015,14,%IW142,INPUT,142,i16,degC,10,no,no,
feedwater_tank,INPUT,TANK_PRESSURE,30016,15,%IW143,INPUT,143,u16,bar(a),1000,no,no,
feedwater_tank,INPUT,OVERFLOW_FLOW,30017,16,%IW144,INPUT,144,u16,kg/s,100,no,no,
feedwater_tank,INPUT,NET_FLOW,30018,17,%IW145,INPUT,145,i16,kg/s,100,no,no,
feedwater_tank,INPUT,WATCHDOG_ECHO,30030,29,%IW157,INPUT,157,u16,,1,no,no,回應 40003 之值
feedwater_tank,INPUT,SCAN_TIME_MS,30031,30,%IW158,INPUT,158,u16,ms,10,no,no,物理掃描耗時 ×10
feedwater_tank,INPUT,MODBUS_REQUEST_COUNT,30032,31,%IW159,INPUT,159,u16,,1,no,no,已處理請求數（模 65536）
feedwater_tank,INPUT,REJECTED_COMMAND_COUNT,30033,32,%IW160,INPUT,160,u16,,1,no,no,
feedwater_tank,INPUT,EXCEPTION_COUNT,30034,33,%IW161,INPUT,161,u16,,1,no,no,
feedwater_tank,INPUT,SIM_QUALITY_WORD,30035,34,%IW162,INPUT,162,bitfield,,1,no,no,每個輸入訊號品質是否 GOOD
feedwater_tank,INPUT,SIM_TICK_LOW,30036,35,%IW163,INPUT,163,u16,,1,no,no,
feedwater_tank,INPUT,COMM_LOSS_SECONDS,30037,36,%IW164,INPUT,164,u16,s,10,no,no,
feedwater_tank,INPUT,FAULT_INJECT_WORD,30038,37,%IW165,INPUT,165,bitfield,,1,no,no,啟用中的故障注入
feedwater_tank,INPUT,SNAPSHOT_GENERATION,30039,38,%IW166,INPUT,166,u16,,1,no,no,每次快照還原 +1，供測試判斷環境已重置
feedwater_tank,INPUT,RUN_SECONDS_HI,30040,39,%IW167,INPUT,167,u32,s,1,no,no,
feedwater_tank,INPUT,RUN_SECONDS_LO,30041,40,%IW168,INPUT,168,u16,,1,no,no,
feedwater_tank,INPUT,START_COUNT,30042,41,%IW169,INPUT,169,u16,,1,no,no,
feedwater_tank,INPUT,TRIP_COUNT,30043,42,%IW170,INPUT,170,u16,,1,no,no,
feedwater_tank,INPUT,MASS_TOTAL_HI,30044,43,%IW171,INPUT,171,u32,kg,1,no,no,
feedwater_tank,INPUT,MASS_TOTAL_LO,30045,44,%IW172,INPUT,172,u16,,1,no,no,
feedwater_tank,INPUT,ENERGY_TOTAL_HI,30046,45,%IW173,INPUT,173,u32,kWh,1,no,no,
feedwater_tank,INPUT,ENERGY_TOTAL_LO,30047,46,%IW174,INPUT,174,u16,,1,no,no,
feedwater_tank,INPUT,ALARM_COUNT,30048,47,%IW175,INPUT,175,u16,,1,no,no,
feedwater_tank,INPUT,ACCEPTED_COMMAND_COUNT,30049,48,%IW176,INPUT,176,u16,,1,no,no,
feedwater_tank,HOLDING,CONTROL_MODE,40001,0,%QW128,HOLDING,128,enum,,1,yes,no,0=LOCAL_MANUAL 1=LOCAL_AUTO 2=REMOTE_MANUAL 3=REMOTE_AUTO 4=MAINTENANCE
feedwater_tank,HOLDING_READBACK,CONTROL_MODE,40001,0,%IW640,INPUT,640,enum,,1,no,no,FC3 readback: 0=LOCAL_MANUAL 1=LOCAL_AUTO 2=REMOTE_MANUAL 3=REMOTE_AUTO 4=MAINTENANCE
feedwater_tank,HOLDING,COMMAND_SEQUENCE,40002,1,%QW129,HOLDING,129,u16,,1,yes,no,命令序號，重置需為新值
feedwater_tank,HOLDING_READBACK,COMMAND_SEQUENCE,40002,1,%IW641,INPUT,641,u16,,1,no,no,FC3 readback: 命令序號，重置需為新值
feedwater_tank,HOLDING,WATCHDOG_COUNTER,40003,2,%QW130,HOLDING,130,u16,,1,yes,no,控制器每秒 +1
feedwater_tank,HOLDING_READBACK,WATCHDOG_COUNTER,40003,2,%IW642,INPUT,642,u16,,1,no,no,FC3 readback: 控制器每秒 +1
feedwater_tank,HOLDING,RESET_KEY,40004,3,%QW131,HOLDING,131,u16,,1,yes,no,重置鑰匙 0xA55A
feedwater_tank,HOLDING_READBACK,RESET_KEY,40004,3,%IW643,INPUT,643,u16,,1,no,no,FC3 readback: 重置鑰匙 0xA55A
feedwater_tank,HOLDING,SIMULATION_FLAGS,40005,4,%QW132,HOLDING,132,bitfield,,1,yes,no,
feedwater_tank,HOLDING_READBACK,SIMULATION_FLAGS,40005,4,%IW644,INPUT,644,bitfield,,1,no,no,FC3 readback:
feedwater_tank,HOLDING,ACTIVE_CONTROLLER_ID,40006,5,%QW133,HOLDING,133,u16,,1,yes,no,
feedwater_tank,HOLDING_READBACK,ACTIVE_CONTROLLER_ID,40006,5,%IW645,INPUT,645,u16,,1,no,no,FC3 readback:
feedwater_tank,HOLDING,COMMAND_LEASE_TIME,40007,6,%QW134,HOLDING,134,u16,s,1,yes,no,
feedwater_tank,HOLDING_READBACK,COMMAND_LEASE_TIME,40007,6,%IW646,INPUT,646,u16,s,1,no,no,FC3 readback:
feedwater_tank,HOLDING,OUTPUT_RATE_LIMIT,40008,7,%QW135,HOLDING,135,u16,%/s,100,yes,no,
feedwater_tank,HOLDING_READBACK,OUTPUT_RATE_LIMIT,40008,7,%IW647,INPUT,647,u16,%/s,100,no,no,FC3 readback:
feedwater_tank,HOLDING,RESERVED,40009,8,%QW136,HOLDING,136,u16,,1,yes,no,
feedwater_tank,HOLDING_READBACK,RESERVED,40009,8,%IW648,INPUT,648,u16,,1,no,no,FC3 readback:
feedwater_tank,HOLDING,PRIMARY_SETPOINT,40010,9,%QW137,HOLDING,137,u16,%,100,yes,no,給水槽水位設定值
feedwater_tank,HOLDING_READBACK,PRIMARY_SETPOINT,40010,9,%IW649,INPUT,649,u16,%,100,no,no,FC3 readback: 給水槽水位設定值
feedwater_tank,HOLDING,SECONDARY_SETPOINT,40011,10,%QW138,HOLDING,138,u16,,1,yes,no,
feedwater_tank,HOLDING_READBACK,SECONDARY_SETPOINT,40011,10,%IW650,INPUT,650,u16,,1,no,no,FC3 readback:
feedwater_tank,HOLDING,MANUAL_OUTPUT,40012,11,%QW139,HOLDING,139,u16,%,100,yes,no,除氧加熱輸出
feedwater_tank,HOLDING_READBACK,MANUAL_OUTPUT,40012,11,%IW651,INPUT,651,u16,%,100,no,no,FC3 readback: 除氧加熱輸出
feedwater_tank,HOLDING,OUTPUT_HIGH_LIMIT,40013,12,%QW140,HOLDING,140,u16,%,100,yes,no,
feedwater_tank,HOLDING_READBACK,OUTPUT_HIGH_LIMIT,40013,12,%IW652,INPUT,652,u16,%,100,no,no,FC3 readback:
feedwater_tank,HOLDING,OUTPUT_LOW_LIMIT,40014,13,%QW141,HOLDING,141,u16,%,100,yes,no,
feedwater_tank,HOLDING_READBACK,OUTPUT_LOW_LIMIT,40014,13,%IW653,INPUT,653,u16,%,100,no,no,FC3 readback:
feedwater_tank,HOLDING,PID_KP,40020,19,%QW147,HOLDING,147,u16,,100,yes,no,
feedwater_tank,HOLDING_READBACK,PID_KP,40020,19,%IW659,INPUT,659,u16,,100,no,no,FC3 readback:
feedwater_tank,HOLDING,PID_KI,40021,20,%QW148,HOLDING,148,u16,,100,yes,no,
feedwater_tank,HOLDING_READBACK,PID_KI,40021,20,%IW660,INPUT,660,u16,,100,no,no,FC3 readback:
feedwater_tank,HOLDING,PID_KD,40022,21,%QW149,HOLDING,149,u16,,100,yes,no,
feedwater_tank,HOLDING_READBACK,PID_KD,40022,21,%IW661,INPUT,661,u16,,100,no,no,FC3 readback:
feedwater_tank,HOLDING,DEADBAND,40023,22,%QW150,HOLDING,150,u16,,100,yes,no,
feedwater_tank,HOLDING_READBACK,DEADBAND,40023,22,%IW662,INPUT,662,u16,,100,no,no,FC3 readback:
feedwater_tank,HOLDING,INTEGRAL_LIMIT,40024,23,%QW151,HOLDING,151,u16,,100,yes,no,
feedwater_tank,HOLDING_READBACK,INTEGRAL_LIMIT,40024,23,%IW663,INPUT,663,u16,,100,no,no,FC3 readback:
feedwater_tank,HOLDING,CONTROLLER_SCAN_TIME,40025,24,%QW152,HOLDING,152,u16,ms,1,yes,no,
feedwater_tank,HOLDING_READBACK,CONTROLLER_SCAN_TIME,40025,24,%IW664,INPUT,664,u16,ms,1,no,no,FC3 readback:
feedwater_tank,HOLDING,HEATING_SETPOINT,40030,29,%QW157,HOLDING,157,u16,degC,10,yes,no,加熱溫度設定
feedwater_tank,HOLDING_READBACK,HEATING_SETPOINT,40030,29,%IW669,INPUT,669,u16,degC,10,no,no,FC3 readback: 加熱溫度設定
feedwater_pump,COIL,START,1,0,%QX6.0,COIL,48,u16,,1,yes,yes,脈衝啟動命令
feedwater_pump,COIL,STOP,2,1,%QX6.1,COIL,49,u16,,1,yes,yes,正常停止
feedwater_pump,COIL,RESET_TRIP,3,2,%QX6.2,COIL,50,u16,,1,yes,yes,跳機重置脈衝，需 Reset Key
feedwater_pump,COIL,ACK_ALARM,4,3,%QX6.3,COIL,51,u16,,1,yes,yes,警報確認
feedwater_pump,COIL,EMERGENCY_STOP,5,4,%QX6.4,COIL,52,u16,,1,yes,no,緊急停止（保持型）
feedwater_pump,COIL,FORCE_SAFE,6,5,%QX6.5,COIL,53,u16,,1,yes,no,強制安全狀態
feedwater_pump,COIL,TRIP_TEST,7,6,%QX6.6,COIL,54,u16,,1,yes,yes,實驗模式跳機測試（需 LAB_MODE）
feedwater_pump,COIL,CLEAR_TOTALIZER,8,7,%QX6.7,COIL,55,u16,,1,yes,yes,清除累積值
feedwater_pump,DISCRETE,READY,10001,0,%IX6.0,DISCRETE,48,u16,,1,no,no,
feedwater_pump,DISCRETE,RUNNING,10002,1,%IX6.1,DISCRETE,49,u16,,1,no,no,
feedwater_pump,DISCRETE,STARTING,10003,2,%IX6.2,DISCRETE,50,u16,,1,no,no,
feedwater_pump,DISCRETE,STOPPING,10004,3,%IX6.3,DISCRETE,51,u16,,1,no,no,
feedwater_pump,DISCRETE,TRIPPED,10005,4,%IX6.4,DISCRETE,52,u16,,1,no,no,
feedwater_pump,DISCRETE,ALARM_ACTIVE,10006,5,%IX6.5,DISCRETE,53,u16,,1,no,no,
feedwater_pump,DISCRETE,LOCAL_MODE,10007,6,%IX6.6,DISCRETE,54,u16,,1,no,no,
feedwater_pump,DISCRETE,REMOTE_MODE,10008,7,%IX6.7,DISCRETE,55,u16,,1,no,no,
feedwater_pump,DISCRETE,AUTO_MODE,10009,8,%IX7.0,DISCRETE,56,u16,,1,no,no,
feedwater_pump,DISCRETE,MANUAL_MODE,10010,9,%IX7.1,DISCRETE,57,u16,,1,no,no,
feedwater_pump,DISCRETE,CONTROL_WATCHDOG_OK,10011,10,%IX7.2,DISCRETE,58,u16,,1,no,no,
feedwater_pump,DISCRETE,SIM_BUS_OK,10012,11,%IX7.3,DISCRETE,59,u16,,1,no,no,
feedwater_pump,DISCRETE,INTERLOCKS_OK,10013,12,%IX7.4,DISCRETE,60,u16,,1,no,no,
feedwater_pump,DISCRETE,SENSOR_FAULT,10014,13,%IX7.5,DISCRETE,61,u16,,1,no,no,
feedwater_pump,DISCRETE,ACTUATOR_FAULT,10015,14,%IX7.6,DISCRETE,62,u16,,1,no,no,
feedwater_pump,DISCRETE,MAINTENANCE_MODE,10016,15,%IX7.7,DISCRETE,63,u16,,1,no,no,
feedwater_pump,INPUT,STATUS_WORD,30001,0,%IW192,INPUT,192,bitfield,,1,no,no,狀態字
feedwater_pump,INPUT,ALARM_WORD_1,30002,1,%IW193,INPUT,193,bitfield,,1,no,no,
feedwater_pump,INPUT,ALARM_WORD_2,30003,2,%IW194,INPUT,194,bitfield,,1,no,no,
feedwater_pump,INPUT,TRIP_WORD,30004,3,%IW195,INPUT,195,bitfield,,1,no,no,
feedwater_pump,INPUT,DEVICE_STATE,30005,4,%IW196,INPUT,196,enum,,1,no,no,
feedwater_pump,INPUT,FIRST_OUT_CODE,30006,5,%IW197,INPUT,197,u16,,1,no,no,
feedwater_pump,INPUT,OVERALL_QUALITY,30007,6,%IW198,INPUT,198,enum,,1,no,no,
feedwater_pump,INPUT,REGISTER_MAP_VERSION,30008,7,%IW199,INPUT,199,u16,,1,no,no,
feedwater_pump,INPUT,FIRMWARE_VERSION,30009,8,%IW200,INPUT,200,u16,,1,no,no,
feedwater_pump,INPUT,ACTUAL_SPEED,30010,9,%IW201,INPUT,201,u16,%,100,no,no,
feedwater_pump,INPUT,FLOW,30011,10,%IW202,INPUT,202,u16,kg/s,100,no,no,
feedwater_pump,INPUT,SUCTION_PRESSURE,30012,11,%IW203,INPUT,203,u16,bar(a),1000,no,no,
feedwater_pump,INPUT,DISCHARGE_PRESSURE,30013,12,%IW204,INPUT,204,u16,bar(a),100,no,no,
feedwater_pump,INPUT,MOTOR_CURRENT,30014,13,%IW205,INPUT,205,u16,A,10,no,no,
feedwater_pump,INPUT,NPSH_MARGIN,30015,14,%IW206,INPUT,206,u16,m,100,no,no,
feedwater_pump,INPUT,VIBRATION,30016,15,%IW207,INPUT,207,u16,mm/s,100,no,no,
feedwater_pump,INPUT,SOURCE_LEVEL,30017,16,%IW208,INPUT,208,u16,%,100,no,no,
feedwater_pump,INPUT,BACKPRESSURE,30018,17,%IW209,INPUT,209,u16,bar(a),100,no,no,
feedwater_pump,INPUT,OUTLET_VALVE_POSITION,30019,18,%IW210,INPUT,210,u16,%,100,no,no,
feedwater_pump,INPUT,CAVITATION_FACTOR,30020,19,%IW211,INPUT,211,u16,%,100,no,no,
feedwater_pump,INPUT,BOILER_PRESSURE,30021,20,%IW212,INPUT,212,u16,bar(a),100,no,no,
feedwater_pump,INPUT,FEEDWATER_PERMITTED,30022,21,%IW213,INPUT,213,enum,,1,no,no,
feedwater_pump,INPUT,WATCHDOG_ECHO,30030,29,%IW221,INPUT,221,u16,,1,no,no,回應 40003 之值
feedwater_pump,INPUT,SCAN_TIME_MS,30031,30,%IW222,INPUT,222,u16,ms,10,no,no,物理掃描耗時 ×10
feedwater_pump,INPUT,MODBUS_REQUEST_COUNT,30032,31,%IW223,INPUT,223,u16,,1,no,no,已處理請求數（模 65536）
feedwater_pump,INPUT,REJECTED_COMMAND_COUNT,30033,32,%IW224,INPUT,224,u16,,1,no,no,
feedwater_pump,INPUT,EXCEPTION_COUNT,30034,33,%IW225,INPUT,225,u16,,1,no,no,
feedwater_pump,INPUT,SIM_QUALITY_WORD,30035,34,%IW226,INPUT,226,bitfield,,1,no,no,每個輸入訊號品質是否 GOOD
feedwater_pump,INPUT,SIM_TICK_LOW,30036,35,%IW227,INPUT,227,u16,,1,no,no,
feedwater_pump,INPUT,COMM_LOSS_SECONDS,30037,36,%IW228,INPUT,228,u16,s,10,no,no,
feedwater_pump,INPUT,FAULT_INJECT_WORD,30038,37,%IW229,INPUT,229,bitfield,,1,no,no,啟用中的故障注入
feedwater_pump,INPUT,SNAPSHOT_GENERATION,30039,38,%IW230,INPUT,230,u16,,1,no,no,每次快照還原 +1，供測試判斷環境已重置
feedwater_pump,INPUT,RUN_SECONDS_HI,30040,39,%IW231,INPUT,231,u32,s,1,no,no,
feedwater_pump,INPUT,RUN_SECONDS_LO,30041,40,%IW232,INPUT,232,u16,,1,no,no,
feedwater_pump,INPUT,START_COUNT,30042,41,%IW233,INPUT,233,u16,,1,no,no,
feedwater_pump,INPUT,TRIP_COUNT,30043,42,%IW234,INPUT,234,u16,,1,no,no,
feedwater_pump,INPUT,MASS_TOTAL_HI,30044,43,%IW235,INPUT,235,u32,kg,1,no,no,
feedwater_pump,INPUT,MASS_TOTAL_LO,30045,44,%IW236,INPUT,236,u16,,1,no,no,
feedwater_pump,INPUT,ENERGY_TOTAL_HI,30046,45,%IW237,INPUT,237,u32,kWh,1,no,no,
feedwater_pump,INPUT,ENERGY_TOTAL_LO,30047,46,%IW238,INPUT,238,u16,,1,no,no,
feedwater_pump,INPUT,ALARM_COUNT,30048,47,%IW239,INPUT,239,u16,,1,no,no,
feedwater_pump,INPUT,ACCEPTED_COMMAND_COUNT,30049,48,%IW240,INPUT,240,u16,,1,no,no,
feedwater_pump,HOLDING,CONTROL_MODE,40001,0,%QW192,HOLDING,192,enum,,1,yes,no,0=LOCAL_MANUAL 1=LOCAL_AUTO 2=REMOTE_MANUAL 3=REMOTE_AUTO 4=MAINTENANCE
feedwater_pump,HOLDING_READBACK,CONTROL_MODE,40001,0,%IW704,INPUT,704,enum,,1,no,no,FC3 readback: 0=LOCAL_MANUAL 1=LOCAL_AUTO 2=REMOTE_MANUAL 3=REMOTE_AUTO 4=MAINTENANCE
feedwater_pump,HOLDING,COMMAND_SEQUENCE,40002,1,%QW193,HOLDING,193,u16,,1,yes,no,命令序號，重置需為新值
feedwater_pump,HOLDING_READBACK,COMMAND_SEQUENCE,40002,1,%IW705,INPUT,705,u16,,1,no,no,FC3 readback: 命令序號，重置需為新值
feedwater_pump,HOLDING,WATCHDOG_COUNTER,40003,2,%QW194,HOLDING,194,u16,,1,yes,no,控制器每秒 +1
feedwater_pump,HOLDING_READBACK,WATCHDOG_COUNTER,40003,2,%IW706,INPUT,706,u16,,1,no,no,FC3 readback: 控制器每秒 +1
feedwater_pump,HOLDING,RESET_KEY,40004,3,%QW195,HOLDING,195,u16,,1,yes,no,重置鑰匙 0xA55A
feedwater_pump,HOLDING_READBACK,RESET_KEY,40004,3,%IW707,INPUT,707,u16,,1,no,no,FC3 readback: 重置鑰匙 0xA55A
feedwater_pump,HOLDING,SIMULATION_FLAGS,40005,4,%QW196,HOLDING,196,bitfield,,1,yes,no,
feedwater_pump,HOLDING_READBACK,SIMULATION_FLAGS,40005,4,%IW708,INPUT,708,bitfield,,1,no,no,FC3 readback:
feedwater_pump,HOLDING,ACTIVE_CONTROLLER_ID,40006,5,%QW197,HOLDING,197,u16,,1,yes,no,
feedwater_pump,HOLDING_READBACK,ACTIVE_CONTROLLER_ID,40006,5,%IW709,INPUT,709,u16,,1,no,no,FC3 readback:
feedwater_pump,HOLDING,COMMAND_LEASE_TIME,40007,6,%QW198,HOLDING,198,u16,s,1,yes,no,
feedwater_pump,HOLDING_READBACK,COMMAND_LEASE_TIME,40007,6,%IW710,INPUT,710,u16,s,1,no,no,FC3 readback:
feedwater_pump,HOLDING,OUTPUT_RATE_LIMIT,40008,7,%QW199,HOLDING,199,u16,%/s,100,yes,no,
feedwater_pump,HOLDING_READBACK,OUTPUT_RATE_LIMIT,40008,7,%IW711,INPUT,711,u16,%/s,100,no,no,FC3 readback:
feedwater_pump,HOLDING,RESERVED,40009,8,%QW200,HOLDING,200,u16,,1,yes,no,
feedwater_pump,HOLDING_READBACK,RESERVED,40009,8,%IW712,INPUT,712,u16,,1,no,no,FC3 readback:
feedwater_pump,HOLDING,PRIMARY_SETPOINT,40010,9,%QW201,HOLDING,201,u16,%,100,yes,no,鍋爐水位設定值
feedwater_pump,HOLDING_READBACK,PRIMARY_SETPOINT,40010,9,%IW713,INPUT,713,u16,%,100,no,no,FC3 readback: 鍋爐水位設定值
feedwater_pump,HOLDING,SECONDARY_SETPOINT,40011,10,%QW202,HOLDING,202,u16,,1,yes,no,
feedwater_pump,HOLDING_READBACK,SECONDARY_SETPOINT,40011,10,%IW714,INPUT,714,u16,,1,no,no,FC3 readback:
feedwater_pump,HOLDING,MANUAL_OUTPUT,40012,11,%QW203,HOLDING,203,u16,%,100,yes,no,手動泵浦速度
feedwater_pump,HOLDING_READBACK,MANUAL_OUTPUT,40012,11,%IW715,INPUT,715,u16,%,100,no,no,FC3 readback: 手動泵浦速度
feedwater_pump,HOLDING,OUTPUT_HIGH_LIMIT,40013,12,%QW204,HOLDING,204,u16,%,100,yes,no,
feedwater_pump,HOLDING_READBACK,OUTPUT_HIGH_LIMIT,40013,12,%IW716,INPUT,716,u16,%,100,no,no,FC3 readback:
feedwater_pump,HOLDING,OUTPUT_LOW_LIMIT,40014,13,%QW205,HOLDING,205,u16,%,100,yes,no,
feedwater_pump,HOLDING_READBACK,OUTPUT_LOW_LIMIT,40014,13,%IW717,INPUT,717,u16,%,100,no,no,FC3 readback:
feedwater_pump,HOLDING,PID_KP,40020,19,%QW211,HOLDING,211,u16,,100,yes,no,
feedwater_pump,HOLDING_READBACK,PID_KP,40020,19,%IW723,INPUT,723,u16,,100,no,no,FC3 readback:
feedwater_pump,HOLDING,PID_KI,40021,20,%QW212,HOLDING,212,u16,,100,yes,no,
feedwater_pump,HOLDING_READBACK,PID_KI,40021,20,%IW724,INPUT,724,u16,,100,no,no,FC3 readback:
feedwater_pump,HOLDING,PID_KD,40022,21,%QW213,HOLDING,213,u16,,100,yes,no,
feedwater_pump,HOLDING_READBACK,PID_KD,40022,21,%IW725,INPUT,725,u16,,100,no,no,FC3 readback:
feedwater_pump,HOLDING,DEADBAND,40023,22,%QW214,HOLDING,214,u16,,100,yes,no,
feedwater_pump,HOLDING_READBACK,DEADBAND,40023,22,%IW726,INPUT,726,u16,,100,no,no,FC3 readback:
feedwater_pump,HOLDING,INTEGRAL_LIMIT,40024,23,%QW215,HOLDING,215,u16,,100,yes,no,
feedwater_pump,HOLDING_READBACK,INTEGRAL_LIMIT,40024,23,%IW727,INPUT,727,u16,,100,no,no,FC3 readback:
feedwater_pump,HOLDING,CONTROLLER_SCAN_TIME,40025,24,%QW216,HOLDING,216,u16,ms,1,yes,no,
feedwater_pump,HOLDING_READBACK,CONTROLLER_SCAN_TIME,40025,24,%IW728,INPUT,728,u16,ms,1,no,no,FC3 readback:
feedwater_pump,HOLDING,OUTLET_VALVE_CMD,40030,29,%QW221,HOLDING,221,u16,%,100,yes,no,手動出口閥位置
feedwater_pump,HOLDING_READBACK,OUTLET_VALVE_CMD,40030,29,%IW733,INPUT,733,u16,%,100,no,no,FC3 readback: 手動出口閥位置
boiler,COIL,START,1,0,%QX8.0,COIL,64,u16,,1,yes,yes,脈衝啟動命令
boiler,COIL,STOP,2,1,%QX8.1,COIL,65,u16,,1,yes,yes,正常停止
boiler,COIL,RESET_TRIP,3,2,%QX8.2,COIL,66,u16,,1,yes,yes,跳機重置脈衝，需 Reset Key
boiler,COIL,ACK_ALARM,4,3,%QX8.3,COIL,67,u16,,1,yes,yes,警報確認
boiler,COIL,EMERGENCY_STOP,5,4,%QX8.4,COIL,68,u16,,1,yes,no,緊急停止（保持型）
boiler,COIL,FORCE_SAFE,6,5,%QX8.5,COIL,69,u16,,1,yes,no,強制安全狀態
boiler,COIL,TRIP_TEST,7,6,%QX8.6,COIL,70,u16,,1,yes,yes,實驗模式跳機測試（需 LAB_MODE）
boiler,COIL,CLEAR_TOTALIZER,8,7,%QX8.7,COIL,71,u16,,1,yes,yes,清除累積值
boiler,DISCRETE,READY,10001,0,%IX8.0,DISCRETE,64,u16,,1,no,no,
boiler,DISCRETE,RUNNING,10002,1,%IX8.1,DISCRETE,65,u16,,1,no,no,
boiler,DISCRETE,STARTING,10003,2,%IX8.2,DISCRETE,66,u16,,1,no,no,
boiler,DISCRETE,STOPPING,10004,3,%IX8.3,DISCRETE,67,u16,,1,no,no,
boiler,DISCRETE,TRIPPED,10005,4,%IX8.4,DISCRETE,68,u16,,1,no,no,
boiler,DISCRETE,ALARM_ACTIVE,10006,5,%IX8.5,DISCRETE,69,u16,,1,no,no,
boiler,DISCRETE,LOCAL_MODE,10007,6,%IX8.6,DISCRETE,70,u16,,1,no,no,
boiler,DISCRETE,REMOTE_MODE,10008,7,%IX8.7,DISCRETE,71,u16,,1,no,no,
boiler,DISCRETE,AUTO_MODE,10009,8,%IX9.0,DISCRETE,72,u16,,1,no,no,
boiler,DISCRETE,MANUAL_MODE,10010,9,%IX9.1,DISCRETE,73,u16,,1,no,no,
boiler,DISCRETE,CONTROL_WATCHDOG_OK,10011,10,%IX9.2,DISCRETE,74,u16,,1,no,no,
boiler,DISCRETE,SIM_BUS_OK,10012,11,%IX9.3,DISCRETE,75,u16,,1,no,no,
boiler,DISCRETE,INTERLOCKS_OK,10013,12,%IX9.4,DISCRETE,76,u16,,1,no,no,
boiler,DISCRETE,SENSOR_FAULT,10014,13,%IX9.5,DISCRETE,77,u16,,1,no,no,
boiler,DISCRETE,ACTUATOR_FAULT,10015,14,%IX9.6,DISCRETE,78,u16,,1,no,no,
boiler,DISCRETE,MAINTENANCE_MODE,10016,15,%IX9.7,DISCRETE,79,u16,,1,no,no,
boiler,INPUT,STATUS_WORD,30001,0,%IW256,INPUT,256,bitfield,,1,no,no,狀態字
boiler,INPUT,ALARM_WORD_1,30002,1,%IW257,INPUT,257,bitfield,,1,no,no,
boiler,INPUT,ALARM_WORD_2,30003,2,%IW258,INPUT,258,bitfield,,1,no,no,
boiler,INPUT,TRIP_WORD,30004,3,%IW259,INPUT,259,bitfield,,1,no,no,
boiler,INPUT,DEVICE_STATE,30005,4,%IW260,INPUT,260,enum,,1,no,no,
boiler,INPUT,FIRST_OUT_CODE,30006,5,%IW261,INPUT,261,u16,,1,no,no,
boiler,INPUT,OVERALL_QUALITY,30007,6,%IW262,INPUT,262,enum,,1,no,no,
boiler,INPUT,REGISTER_MAP_VERSION,30008,7,%IW263,INPUT,263,u16,,1,no,no,
boiler,INPUT,FIRMWARE_VERSION,30009,8,%IW264,INPUT,264,u16,,1,no,no,
boiler,INPUT,BOILER_PRESSURE,30010,9,%IW265,INPUT,265,u16,bar(a),100,no,no,鍋爐壓力
boiler,INPUT,LEVEL_INDICATED,30011,10,%IW266,INPUT,266,u16,%,100,no,no,顯示水位（含脹縮）
boiler,INPUT,LEVEL_ACTUAL,30012,11,%IW267,INPUT,267,u16,%,100,no,no,實際水位
boiler,INPUT,FEEDWATER_FLOW,30013,12,%IW268,INPUT,268,u16,kg/s,100,no,no,
boiler,INPUT,STEAM_GENERATION,30014,13,%IW269,INPUT,269,u16,kg/s,100,no,no,
boiler,INPUT,STEAM_OUTFLOW,30015,14,%IW270,INPUT,270,u16,kg/s,100,no,no,
boiler,INPUT,BURNER_OUTPUT,30016,15,%IW271,INPUT,271,u16,%,100,no,no,
boiler,INPUT,STEAM_TEMPERATURE,30017,16,%IW272,INPUT,272,i16,degC,10,no,no,
boiler,INPUT,WATER_MASS_HI,30018,17,%IW273,INPUT,273,u32,kg,1,no,no,
