device,source_table,name,doc_address,remote_pdu_offset,local_iec,northbound_table,northbound_pdu_offset,dtype,unit,scale,writable,pulse,plc_forwards,description
feedwater_pump,DISCRETE,ACTUATOR_FAULT,10015,14,%IX107.6,DISCRETE,862,u16,,1,no,no,no,
feedwater_pump,DISCRETE,MAINTENANCE_MODE,10016,15,%IX107.7,DISCRETE,863,u16,,1,no,no,no,
feedwater_pump,INPUT,STATUS_WORD,30001,0,%IW247,INPUT,247,bitfield,,1,no,no,no,狀態字
feedwater_pump,INPUT,ALARM_WORD_1,30002,1,%IW248,INPUT,248,bitfield,,1,no,no,no,
feedwater_pump,INPUT,ALARM_WORD_2,30003,2,%IW249,INPUT,249,bitfield,,1,no,no,no,
feedwater_pump,INPUT,TRIP_WORD,30004,3,%IW250,INPUT,250,bitfield,,1,no,no,no,
feedwater_pump,INPUT,DEVICE_STATE,30005,4,%IW251,INPUT,251,enum,,1,no,no,no,
feedwater_pump,INPUT,FIRST_OUT_CODE,30006,5,%IW252,INPUT,252,u16,,1,no,no,no,
feedwater_pump,INPUT,OVERALL_QUALITY,30007,6,%IW253,INPUT,253,enum,,1,no,no,no,
feedwater_pump,INPUT,REGISTER_MAP_VERSION,30008,7,%IW254,INPUT,254,u16,,1,no,no,no,
feedwater_pump,INPUT,FIRMWARE_VERSION,30009,8,%IW255,INPUT,255,u16,,1,no,no,no,
feedwater_pump,INPUT,ACTUAL_SPEED,30010,9,%IW256,INPUT,256,u16,%,100,no,no,no,
feedwater_pump,INPUT,FLOW,30011,10,%IW257,INPUT,257,u16,kg/s,100,no,no,no,
feedwater_pump,INPUT,SUCTION_PRESSURE,30012,11,%IW258,INPUT,258,u16,bar(a),1000,no,no,no,
feedwater_pump,INPUT,DISCHARGE_PRESSURE,30013,12,%IW259,INPUT,259,u16,bar(a),100,no,no,no,
feedwater_pump,INPUT,MOTOR_CURRENT,30014,13,%IW260,INPUT,260,u16,A,10,no,no,no,
feedwater_pump,INPUT,NPSH_MARGIN,30015,14,%IW261,INPUT,261,u16,m,100,no,no,no,
feedwater_pump,INPUT,VIBRATION,30016,15,%IW262,INPUT,262,u16,mm/s,100,no,no,no,
feedwater_pump,INPUT,SOURCE_LEVEL,30017,16,%IW263,INPUT,263,u16,%,100,no,no,no,
feedwater_pump,INPUT,BACKPRESSURE,30018,17,%IW264,INPUT,264,u16,bar(a),100,no,no,no,
feedwater_pump,INPUT,OUTLET_VALVE_POSITION,30019,18,%IW265,INPUT,265,u16,%,100,no,no,no,
feedwater_pump,INPUT,CAVITATION_FACTOR,30020,19,%IW266,INPUT,266,u16,%,100,no,no,no,
feedwater_pump,INPUT,BOILER_PRESSURE,30021,20,%IW267,INPUT,267,u16,bar(a),100,no,no,no,
feedwater_pump,INPUT,FEEDWATER_PERMITTED,30022,21,%IW268,INPUT,268,enum,,1,no,no,no,
feedwater_pump,INPUT,LOCAL_OUTPUT,30026,25,%IW272,INPUT,272,u16,%,100,no,no,no,本地調節器輸出（自持控制的 MV）
feedwater_pump,INPUT,SELF_HOLD_STATE,30027,26,%IW273,INPUT,273,enum,,1,no,no,no,0=停用 1=待機等允許條件 2=自持運轉 3=操作員停機 4=跳機鎖定 5=維修
feedwater_pump,INPUT,PERMISSIVE_WORD,30028,27,%IW274,INPUT,274,bitfield,,1,no,no,no,各啟動允許條件是否成立（bit0 起）
feedwater_pump,INPUT,WATCHDOG_ECHO,30030,29,%IW276,INPUT,276,u16,,1,no,no,no,回應 40003 之值
feedwater_pump,INPUT,SCAN_TIME_MS,30031,30,%IW277,INPUT,277,u16,ms,10,no,no,no,物理掃描耗時 ×10
feedwater_pump,INPUT,MODBUS_REQUEST_COUNT,30032,31,%IW278,INPUT,278,u16,,1,no,no,no,已處理請求數（模 65536）
feedwater_pump,INPUT,REJECTED_COMMAND_COUNT,30033,32,%IW279,INPUT,279,u16,,1,no,no,no,
feedwater_pump,INPUT,EXCEPTION_COUNT,30034,33,%IW280,INPUT,280,u16,,1,no,no,no,
feedwater_pump,INPUT,SIM_QUALITY_WORD,30035,34,%IW281,INPUT,281,bitfield,,1,no,no,no,每個輸入訊號品質是否 GOOD
feedwater_pump,INPUT,SIM_TICK_LOW,30036,35,%IW282,INPUT,282,u16,,1,no,no,no,
feedwater_pump,INPUT,COMM_LOSS_SECONDS,30037,36,%IW283,INPUT,283,u16,s,10,no,no,no,
feedwater_pump,INPUT,FAULT_INJECT_WORD,30038,37,%IW284,INPUT,284,bitfield,,1,no,no,no,啟用中的故障注入
feedwater_pump,INPUT,SNAPSHOT_GENERATION,30039,38,%IW285,INPUT,285,u16,,1,no,no,no,每次快照還原 +1，供測試判斷環境已重置
feedwater_pump,INPUT,RUN_SECONDS_HI,30040,39,%IW286,INPUT,286,u32,s,1,no,no,no,
feedwater_pump,INPUT,RUN_SECONDS_LO,30041,40,%IW287,INPUT,287,u16,,1,no,no,no,
feedwater_pump,INPUT,START_COUNT,30042,41,%IW288,INPUT,288,u16,,1,no,no,no,
feedwater_pump,INPUT,TRIP_COUNT,30043,42,%IW289,INPUT,289,u16,,1,no,no,no,
feedwater_pump,INPUT,MASS_TOTAL_HI,30044,43,%IW290,INPUT,290,u32,kg,1,no,no,no,
feedwater_pump,INPUT,MASS_TOTAL_LO,30045,44,%IW291,INPUT,291,u16,,1,no,no,no,
feedwater_pump,INPUT,ENERGY_TOTAL_HI,30046,45,%IW292,INPUT,292,u32,kWh,1,no,no,no,
feedwater_pump,INPUT,ENERGY_TOTAL_LO,30047,46,%IW293,INPUT,293,u16,,1,no,no,no,
feedwater_pump,INPUT,ALARM_COUNT,30048,47,%IW294,INPUT,294,u16,,1,no,no,no,
feedwater_pump,INPUT,ACCEPTED_COMMAND_COUNT,30049,48,%IW295,INPUT,295,u16,,1,no,no,no,
feedwater_pump,HOLDING,COMMAND_SEQUENCE,40002,1,%QW109,HOLDING,109,u16,,1,yes,no,yes,命令序號，重置需為新值
feedwater_pump,HOLDING,WATCHDOG_COUNTER,40003,2,%QW110,HOLDING,110,u16,,1,yes,no,yes,控制器每秒 +1
feedwater_pump,HOLDING,RESET_KEY,40004,3,%QW111,HOLDING,111,u16,,1,yes,no,yes,重置鑰匙 0xA55A
boiler,COIL,START,1,0,%QX104.0,COIL,832,u16,,1,yes,yes,yes,脈衝啟動命令
boiler,COIL,STOP,2,1,%QX104.1,COIL,833,u16,,1,yes,yes,yes,正常停止
boiler,COIL,RESET_TRIP,3,2,%QX104.2,COIL,834,u16,,1,yes,yes,yes,跳機重置脈衝，需 Reset Key
boiler,COIL,ACK_ALARM,4,3,%QX104.3,COIL,835,u16,,1,yes,yes,yes,警報確認
boiler,COIL,EMERGENCY_STOP,5,4,%QX104.4,COIL,836,u16,,1,yes,no,yes,緊急停止（保持型）
boiler,COIL,FORCE_SAFE,6,5,%QX104.5,COIL,837,u16,,1,yes,no,yes,強制安全狀態
boiler,COIL,TRIP_TEST,7,6,%QX104.6,COIL,838,u16,,1,yes,yes,yes,實驗模式跳機測試（需 LAB_MODE）
boiler,COIL,CLEAR_TOTALIZER,8,7,%QX104.7,COIL,839,u16,,1,yes,yes,yes,清除累積值
boiler,DISCRETE,READY,10001,0,%IX108.0,DISCRETE,864,u16,,1,no,no,no,
boiler,DISCRETE,RUNNING,10002,1,%IX108.1,DISCRETE,865,u16,,1,no,no,no,
boiler,DISCRETE,STARTING,10003,2,%IX108.2,DISCRETE,866,u16,,1,no,no,no,
boiler,DISCRETE,STOPPING,10004,3,%IX108.3,DISCRETE,867,u16,,1,no,no,no,
boiler,DISCRETE,TRIPPED,10005,4,%IX108.4,DISCRETE,868,u16,,1,no,no,no,
boiler,DISCRETE,ALARM_ACTIVE,10006,5,%IX108.5,DISCRETE,869,u16,,1,no,no,no,
boiler,DISCRETE,LOCAL_MODE,10007,6,%IX108.6,DISCRETE,870,u16,,1,no,no,no,
boiler,DISCRETE,REMOTE_MODE,10008,7,%IX108.7,DISCRETE,871,u16,,1,no,no,no,
boiler,DISCRETE,AUTO_MODE,10009,8,%IX109.0,DISCRETE,872,u16,,1,no,no,no,
boiler,DISCRETE,MANUAL_MODE,10010,9,%IX109.1,DISCRETE,873,u16,,1,no,no,no,
boiler,DISCRETE,CONTROL_WATCHDOG_OK,10011,10,%IX109.2,DISCRETE,874,u16,,1,no,no,no,
boiler,DISCRETE,SIM_BUS_OK,10012,11,%IX109.3,DISCRETE,875,u16,,1,no,no,no,
boiler,DISCRETE,INTERLOCKS_OK,10013,12,%IX109.4,DISCRETE,876,u16,,1,no,no,no,
boiler,DISCRETE,SENSOR_FAULT,10014,13,%IX109.5,DISCRETE,877,u16,,1,no,no,no,
boiler,DISCRETE,ACTUATOR_FAULT,10015,14,%IX109.6,DISCRETE,878,u16,,1,no,no,no,
boiler,DISCRETE,MAINTENANCE_MODE,10016,15,%IX109.7,DISCRETE,879,u16,,1,no,no,no,
boiler,INPUT,STATUS_WORD,30001,0,%IW296,INPUT,296,bitfield,,1,no,no,no,狀態字
boiler,INPUT,ALARM_WORD_1,30002,1,%IW297,INPUT,297,bitfield,,1,no,no,no,
boiler,INPUT,ALARM_WORD_2,30003,2,%IW298,INPUT,298,bitfield,,1,no,no,no,
boiler,INPUT,TRIP_WORD,30004,3,%IW299,INPUT,299,bitfield,,1,no,no,no,
boiler,INPUT,DEVICE_STATE,30005,4,%IW300,INPUT,300,enum,,1,no,no,no,
boiler,INPUT,FIRST_OUT_CODE,30006,5,%IW301,INPUT,301,u16,,1,no,no,no,
boiler,INPUT,OVERALL_QUALITY,30007,6,%IW302,INPUT,302,enum,,1,no,no,no,
boiler,INPUT,REGISTER_MAP_VERSION,30008,7,%IW303,INPUT,303,u16,,1,no,no,no,
boiler,INPUT,FIRMWARE_VERSION,30009,8,%IW304,INPUT,304,u16,,1,no,no,no,
boiler,INPUT,BOILER_PRESSURE,30010,9,%IW305,INPUT,305,u16,bar(a),100,no,no,no,鍋爐壓力
boiler,INPUT,LEVEL_INDICATED,30011,10,%IW306,INPUT,306,u16,%,100,no,no,no,顯示水位（含脹縮）
boiler,INPUT,LEVEL_ACTUAL,30012,11,%IW307,INPUT,307,u16,%,100,no,no,no,實際水位
boiler,INPUT,FEEDWATER_FLOW,30013,12,%IW308,INPUT,308,u16,kg/s,100,no,no,no,
boiler,INPUT,STEAM_GENERATION,30014,13,%IW309,INPUT,309,u16,kg/s,100,no,no,no,
boiler,INPUT,STEAM_OUTFLOW,30015,14,%IW310,INPUT,310,u16,kg/s,100,no,no,no,
boiler,INPUT,BURNER_OUTPUT,30016,15,%IW311,INPUT,311,u16,%,100,no,no,no,
boiler,INPUT,STEAM_TEMPERATURE,30017,16,%IW312,INPUT,312,i16,degC,10,no,no,no,
boiler,INPUT,WATER_MASS_HI,30018,17,%IW313,INPUT,313,u32,kg,1,no,no,no,
boiler,INPUT,WATER_MASS_LO,30019,18,%IW314,INPUT,314,u16,kg,1,no,no,no,
boiler,INPUT,FLAME_STATUS,30020,19,%IW315,INPUT,315,enum,,1,no,no,no,0=無火焰 1=點火中 2=穩定
boiler,INPUT,BLOWDOWN_FLOW,30021,20,%IW316,INPUT,316,u16,kg/s,100,no,no,no,
boiler,INPUT,PURGE_TIME_REMAINING,30022,21,%IW317,INPUT,317,u16,s,10,no,no,no,
boiler,INPUT,FEEDWATER_PERMITTED,30023,22,%IW318,INPUT,318,enum,,1,no,no,no,
boiler,INPUT,RELIEF_FLOW,30024,23,%IW319,INPUT,319,u16,kg/s,100,no,no,no,安全閥排放量
boiler,INPUT,LOCAL_OUTPUT,30026,25,%IW321,INPUT,321,u16,%,100,no,no,no,本地調節器輸出（自持控制的 MV）
boiler,INPUT,SELF_HOLD_STATE,30027,26,%IW322,INPUT,322,enum,,1,no,no,no,0=停用 1=待機等允許條件 2=自持運轉 3=操作員停機 4=跳機鎖定 5=維修
boiler,INPUT,PERMISSIVE_WORD,30028,27,%IW323,INPUT,323,bitfield,,1,no,no,no,各啟動允許條件是否成立（bit0 起）
boiler,INPUT,WATCHDOG_ECHO,30030,29,%IW325,INPUT,325,u16,,1,no,no,no,回應 40003 之值
boiler,INPUT,SCAN_TIME_MS,30031,30,%IW326,INPUT,326,u16,ms,10,no,no,no,物理掃描耗時 ×10
boiler,INPUT,MODBUS_REQUEST_COUNT,30032,31,%IW327,INPUT,327,u16,,1,no,no,no,已處理請求數（模 65536）
boiler,INPUT,REJECTED_COMMAND_COUNT,30033,32,%IW328,INPUT,328,u16,,1,no,no,no,
boiler,INPUT,EXCEPTION_COUNT,30034,33,%IW329,INPUT,329,u16,,1,no,no,no,
boiler,INPUT,SIM_QUALITY_WORD,30035,34,%IW330,INPUT,330,bitfield,,1,no,no,no,每個輸入訊號品質是否 GOOD
boiler,INPUT,SIM_TICK_LOW,30036,35,%IW331,INPUT,331,u16,,1,no,no,no,
boiler,INPUT,COMM_LOSS_SECONDS,30037,36,%IW332,INPUT,332,u16,s,10,no,no,no,
boiler,INPUT,FAULT_INJECT_WORD,30038,37,%IW333,INPUT,333,bitfield,,1,no,no,no,啟用中的故障注入
boiler,INPUT,SNAPSHOT_GENERATION,30039,38,%IW334,INPUT,334,u16,,1,no,no,no,每次快照還原 +1，供測試判斷環境已重置
boiler,INPUT,RUN_SECONDS_HI,30040,39,%IW335,INPUT,335,u32,s,1,no,no,no,
boiler,INPUT,RUN_SECONDS_LO,30041,40,%IW336,INPUT,336,u16,,1,no,no,no,
boiler,INPUT,START_COUNT,30042,41,%IW337,INPUT,337,u16,,1,no,no,no,
boiler,INPUT,TRIP_COUNT,30043,42,%IW338,INPUT,338,u16,,1,no,no,no,
boiler,INPUT,MASS_TOTAL_HI,30044,43,%IW339,INPUT,339,u32,kg,1,no,no,no,
boiler,INPUT,MASS_TOTAL_LO,30045,44,%IW340,INPUT,340,u16,,1,no,no,no,
boiler,INPUT,ENERGY_TOTAL_HI,30046,45,%IW341,INPUT,341,u32,kWh,1,no,no,no,
boiler,INPUT,ENERGY_TOTAL_LO,30047,46,%IW342,INPUT,342,u16,,1,no,no,no,
boiler,INPUT,ALARM_COUNT,30048,47,%IW343,INPUT,343,u16,,1,no,no,no,
boiler,INPUT,ACCEPTED_COMMAND_COUNT,30049,48,%IW344,INPUT,344,u16,,1,no,no,no,
boiler,HOLDING,COMMAND_SEQUENCE,40002,1,%QW112,HOLDING,112,u16,,1,yes,no,yes,命令序號，重置需為新值
boiler,HOLDING,WATCHDOG_COUNTER,40003,2,%QW113,HOLDING,113,u16,,1,yes,no,yes,控制器每秒 +1
boiler,HOLDING,RESET_KEY,40004,3,%QW114,HOLDING,114,u16,,1,yes,no,yes,重置鑰匙 0xA55A
steam_valve,COIL,START,1,0,%QX105.0,COIL,840,u16,,1,yes,yes,yes,脈衝啟動命令
steam_valve,COIL,STOP,2,1,%QX105.1,COIL,841,u16,,1,yes,yes,yes,正常停止
steam_valve,COIL,RESET_TRIP,3,2,%QX105.2,COIL,842,u16,,1,yes,yes,yes,跳機重置脈衝，需 Reset Key
steam_valve,COIL,ACK_ALARM,4,3,%QX105.3,COIL,843,u16,,1,yes,yes,yes,警報確認
steam_valve,COIL,EMERGENCY_STOP,5,4,%QX105.4,COIL,844,u16,,1,yes,no,yes,緊急停止（保持型）
steam_valve,COIL,FORCE_SAFE,6,5,%QX105.5,COIL,845,u16,,1,yes,no,yes,強制安全狀態
steam_valve,COIL,TRIP_TEST,7,6,%QX105.6,COIL,846,u16,,1,yes,yes,yes,實驗模式跳機測試（需 LAB_MODE）
steam_valve,COIL,CLEAR_TOTALIZER,8,7,%QX105.7,COIL,847,u16,,1,yes,yes,yes,清除累積值
steam_valve,DISCRETE,READY,10001,0,%IX110.0,DISCRETE,880,u16,,1,no,no,no,
steam_valve,DISCRETE,RUNNING,10002,1,%IX110.1,DISCRETE,881,u16,,1,no,no,no,
steam_valve,DISCRETE,STARTING,10003,2,%IX110.2,DISCRETE,882,u16,,1,no,no,no,
steam_valve,DISCRETE,STOPPING,10004,3,%IX110.3,DISCRETE,883,u16,,1,no,no,no,
steam_valve,DISCRETE,TRIPPED,10005,4,%IX110.4,DISCRETE,884,u16,,1,no,no,no,
steam_valve,DISCRETE,ALARM_ACTIVE,10006,5,%IX110.5,DISCRETE,885,u16,,1,no,no,no,
steam_valve,DISCRETE,LOCAL_MODE,10007,6,%IX110.6,DISCRETE,886,u16,,1,no,no,no,
steam_valve,DISCRETE,REMOTE_MODE,10008,7,%IX110.7,DISCRETE,887,u16,,1,no,no,no,
steam_valve,DISCRETE,AUTO_MODE,10009,8,%IX111.0,DISCRETE,888,u16,,1,no,no,no,
steam_valve,DISCRETE,MANUAL_MODE,10010,9,%IX111.1,DISCRETE,889,u16,,1,no,no,no,
steam_valve,DISCRETE,CONTROL_WATCHDOG_OK,10011,10,%IX111.2,DISCRETE,890,u16,,1,no,no,no,
steam_valve,DISCRETE,SIM_BUS_OK,10012,11,%IX111.3,DISCRETE,891,u16,,1,no,no,no,
steam_valve,DISCRETE,INTERLOCKS_OK,10013,12,%IX111.4,DISCRETE,892,u16,,1,no,no,no,
steam_valve,DISCRETE,SENSOR_FAULT,10014,13,%IX111.5,DISCRETE,893,u16,,1,no,no,no,
steam_valve,DISCRETE,ACTUATOR_FAULT,10015,14,%IX111.6,DISCRETE,894,u16,,1,no,no,no,
steam_valve,DISCRETE,MAINTENANCE_MODE,10016,15,%IX111.7,DISCRETE,895,u16,,1,no,no,no,
steam_valve,INPUT,STATUS_WORD,30001,0,%IW345,INPUT,345,bitfield,,1,no,no,no,狀態字
steam_valve,INPUT,ALARM_WORD_1,30002,1,%IW346,INPUT,346,bitfield,,1,no,no,no,
steam_valve,INPUT,ALARM_WORD_2,30003,2,%IW347,INPUT,347,bitfield,,1,no,no,no,
steam_valve,INPUT,TRIP_WORD,30004,3,%IW348,INPUT,348,bitfield,,1,no,no,no,
steam_valve,INPUT,DEVICE_STATE,30005,4,%IW349,INPUT,349,enum,,1,no,no,no,
steam_valve,INPUT,FIRST_OUT_CODE,30006,5,%IW350,INPUT,350,u16,,1,no,no,no,
steam_valve,INPUT,OVERALL_QUALITY,30007,6,%IW351,INPUT,351,enum,,1,no,no,no,
steam_valve,INPUT,REGISTER_MAP_VERSION,30008,7,%IW352,INPUT,352,u16,,1,no,no,no,
steam_valve,INPUT,FIRMWARE_VERSION,30009,8,%IW353,INPUT,353,u16,,1,no,no,no,
steam_valve,INPUT,COMMAND_POSITION,30010,9,%IW354,INPUT,354,u16,%,100,no,no,no,
steam_valve,INPUT,ACTUAL_POSITION,30011,10,%IW355,INPUT,355,u16,%,100,no,no,no,
steam_valve,INPUT,UPSTREAM_PRESSURE,30012,11,%IW356,INPUT,356,u16,bar(a),100,no,no,no,
steam_valve,INPUT,DOWNSTREAM_PRESSURE,30013,12,%IW357,INPUT,357,u16,bar(a),10000,no,no,no,
steam_valve,INPUT,STEAM_FLOW,30014,13,%IW358,INPUT,358,u16,kg/s,100,no,no,no,
steam_valve,INPUT,STEAM_TEMPERATURE,30015,14,%IW359,INPUT,359,i16,degC,10,no,no,no,
steam_valve,INPUT,ACTUATOR_SPEED,30016,15,%IW360,INPUT,360,u16,%/s,100,no,no,no,
steam_valve,INPUT,POSITION_DEVIATION,30017,16,%IW361,INPUT,361,i16,%,100,no,no,no,
steam_valve,INPUT,FAST_CLOSE_STATUS,30018,17,%IW362,INPUT,362,enum,,1,no,no,no,0=正常 1=快關中 2=快關完成
steam_valve,INPUT,VALVE_FAULT_CODE,30019,18,%IW363,INPUT,363,enum,,1,no,no,no,
steam_valve,INPUT,LOCAL_OUTPUT,30026,25,%IW370,INPUT,370,u16,%,100,no,no,no,本地調節器輸出（自持控制的 MV）
steam_valve,INPUT,SELF_HOLD_STATE,30027,26,%IW371,INPUT,371,enum,,1,no,no,no,0=停用 1=待機等允許條件 2=自持運轉 3=操作員停機 4=跳機鎖定 5=維修
steam_valve,INPUT,PERMISSIVE_WORD,30028,27,%IW372,INPUT,372,bitfield,,1,no,no,no,各啟動允許條件是否成立（bit0 起）
steam_valve,INPUT,WATCHDOG_ECHO,30030,29,%IW374,INPUT,374,u16,,1,no,no,no,回應 40003 之值
steam_valve,INPUT,SCAN_TIME_MS,30031,30,%IW375,INPUT,375,u16,ms,10,no,no,no,物理掃描耗時 ×10
steam_valve,INPUT,MODBUS_REQUEST_COUNT,30032,31,%IW376,INPUT,376,u16,,1,no,no,no,已處理請求數（模 65536）
steam_valve,INPUT,REJECTED_COMMAND_COUNT,30033,32,%IW377,INPUT,377,u16,,1,no,no,no,
steam_valve,INPUT,EXCEPTION_COUNT,30034,33,%IW378,INPUT,378,u16,,1,no,no,no,
steam_valve,INPUT,SIM_QUALITY_WORD,30035,34,%IW379,INPUT,379,bitfield,,1,no,no,no,每個輸入訊號品質是否 GOOD
steam_valve,INPUT,SIM_TICK_LOW,30036,35,%IW380,INPUT,380,u16,,1,no,no,no,
steam_valve,INPUT,COMM_LOSS_SECONDS,30037,36,%IW381,INPUT,381,u16,s,10,no,no,no,
steam_valve,INPUT,FAULT_INJECT_WORD,30038,37,%IW382,INPUT,382,bitfield,,1,no,no,no,啟用中的故障注入
steam_valve,INPUT,SNAPSHOT_GENERATION,30039,38,%IW383,INPUT,383,u16,,1,no,no,no,每次快照還原 +1，供測試判斷環境已重置
steam_valve,INPUT,RUN_SECONDS_HI,30040,39,%IW384,INPUT,384,u32,s,1,no,no,no,
steam_valve,INPUT,RUN_SECONDS_LO,30041,40,%IW385,INPUT,385,u16,,1,no,no,no,
steam_valve,INPUT,START_COUNT,30042,41,%IW386,INPUT,386,u16,,1,no,no,no,
steam_valve,INPUT,TRIP_COUNT,30043,42,%IW387,INPUT,387,u16,,1,no,no,no,
steam_valve,INPUT,MASS_TOTAL_HI,30044,43,%IW388,INPUT,388,u32,kg,1,no,no,no,
steam_valve,INPUT,MASS_TOTAL_LO,30045,44,%IW389,INPUT,389,u16,,1,no,no,no,
steam_valve,INPUT,ENERGY_TOTAL_HI,30046,45,%IW390,INPUT,390,u32,kWh,1,no,no,no,
steam_valve,INPUT,ENERGY_TOTAL_LO,30047,46,%IW391,INPUT,391,u16,,1,no,no,no,
steam_valve,INPUT,ALARM_COUNT,30048,47,%IW392,INPUT,392,u16,,1,no,no,no,
steam_valve,INPUT,ACCEPTED_COMMAND_COUNT,30049,48,%IW393,INPUT,393,u16,,1,no,no,no,
steam_valve,HOLDING,COMMAND_SEQUENCE,40002,1,%QW115,HOLDING,115,u16,,1,yes,no,yes,命令序號，重置需為新值
steam_valve,HOLDING,WATCHDOG_COUNTER,40003,2,%QW116,HOLDING,116,u16,,1,yes,no,yes,控制器每秒 +1
steam_valve,HOLDING,RESET_KEY,40004,3,%QW117,HOLDING,117,u16,,1,yes,no,yes,重置鑰匙 0xA55A
turbine,COIL,START,1,0,%QX106.0,COIL,848,u16,,1,yes,yes,yes,脈衝啟動命令
turbine,COIL,STOP,2,1,%QX106.1,COIL,849,u16,,1,yes,yes,yes,正常停止
turbine,COIL,RESET_TRIP,3,2,%QX106.2,COIL,850,u16,,1,yes,yes,yes,跳機重置脈衝，需 Reset Key
turbine,COIL,ACK_ALARM,4,3,%QX106.3,COIL,851,u16,,1,yes,yes,yes,警報確認
turbine,COIL,EMERGENCY_STOP,5,4,%QX106.4,COIL,852,u16,,1,yes,no,yes,緊急停止（保持型）
turbine,COIL,FORCE_SAFE,6,5,%QX106.5,COIL,853,u16,,1,yes,no,yes,強制安全狀態
turbine,COIL,TRIP_TEST,7,6,%QX106.6,COIL,854,u16,,1,yes,yes,yes,實驗模式跳機測試（需 LAB_MODE）
turbine,COIL,CLEAR_TOTALIZER,8,7,%QX106.7,COIL,855,u16,,1,yes,yes,yes,清除累積值
turbine,DISCRETE,READY,10001,0,%IX112.0,DISCRETE,896,u16,,1,no,no,no,
turbine,DISCRETE,RUNNING,10002,1,%IX112.1,DISCRETE,897,u16,,1,no,no,no,
turbine,DISCRETE,STARTING,10003,2,%IX112.2,DISCRETE,898,u16,,1,no,no,no,
turbine,DISCRETE,STOPPING,10004,3,%IX112.3,DISCRETE,899,u16,,1,no,no,no,
turbine,DISCRETE,TRIPPED,10005,4,%IX112.4,DISCRETE,900,u16,,1,no,no,no,
turbine,DISCRETE,ALARM_ACTIVE,10006,5,%IX112.5,DISCRETE,901,u16,,1,no,no,no,
turbine,DISCRETE,LOCAL_MODE,10007,6,%IX112.6,DISCRETE,902,u16,,1,no,no,no,
turbine,DISCRETE,REMOTE_MODE,10008,7,%IX112.7,DISCRETE,903,u16,,1,no,no,no,
turbine,DISCRETE,AUTO_MODE,10009,8,%IX113.0,DISCRETE,904,u16,,1,no,no,no,
turbine,DISCRETE,MANUAL_MODE,10010,9,%IX113.1,DISCRETE,905,u16,,1,no,no,no,
turbine,DISCRETE,CONTROL_WATCHDOG_OK,10011,10,%IX113.2,DISCRETE,906,u16,,1,no,no,no,
turbine,DISCRETE,SIM_BUS_OK,10012,11,%IX113.3,DISCRETE,907,u16,,1,no,no,no,
turbine,DISCRETE,INTERLOCKS_OK,10013,12,%IX113.4,DISCRETE,908,u16,,1,no,no,no,
turbine,DISCRETE,SENSOR_FAULT,10014,13,%IX113.5,DISCRETE,909,u16,,1,no,no,no,
turbine,DISCRETE,ACTUATOR_FAULT,10015,14,%IX113.6,DISCRETE,910,u16,,1,no,no,no,
turbine,DISCRETE,MAINTENANCE_MODE,10016,15,%IX113.7,DISCRETE,911,u16,,1,no,no,no,
turbine,INPUT,STATUS_WORD,30001,0,%IW394,INPUT,394,bitfield,,1,no,no,no,狀態字
turbine,INPUT,ALARM_WORD_1,30002,1,%IW395,INPUT,395,bitfield,,1,no,no,no,
turbine,INPUT,ALARM_WORD_2,30003,2,%IW396,INPUT,396,bitfield,,1,no,no,no,
turbine,INPUT,TRIP_WORD,30004,3,%IW397,INPUT,397,bitfield,,1,no,no,no,
turbine,INPUT,DEVICE_STATE,30005,4,%IW398,INPUT,398,enum,,1,no,no,no,
turbine,INPUT,FIRST_OUT_CODE,30006,5,%IW399,INPUT,399,u16,,1,no,no,no,
turbine,INPUT,OVERALL_QUALITY,30007,6,%IW400,INPUT,400,enum,,1,no,no,no,
turbine,INPUT,REGISTER_MAP_VERSION,30008,7,%IW401,INPUT,401,u16,,1,no,no,no,
turbine,INPUT,FIRMWARE_VERSION,30009,8,%IW402,INPUT,402,u16,,1,no,no,no,
turbine,INPUT,SPEED_RPM,30010,9,%IW403,INPUT,403,u16,RPM,1,no,no,no,
turbine,INPUT,MECHANICAL_POWER,30011,10,%IW404,INPUT,404,u16,MW,100,no,no,no,
turbine,INPUT,STEAM_FLOW,30012,11,%IW405,INPUT,405,u16,kg/s,100,no,no,no,
turbine,INPUT,EXHAUST_FLOW,30013,12,%IW406,INPUT,406,u16,kg/s,100,no,no,no,
turbine,INPUT,MAIN_STEAM_PRESSURE,30014,13,%IW407,INPUT,407,u16,bar(a),100,no,no,no,
turbine,INPUT,EXHAUST_PRESSURE,30015,14,%IW408,INPUT,408,u16,bar(a),10000,no,no,no,
turbine,INPUT,VIBRATION,30016,15,%IW409,INPUT,409,u16,mm/s,100,no,no,no,
turbine,INPUT,BEARING_TEMPERATURE,30017,16,%IW410,INPUT,410,i16,degC,10,no,no,no,
turbine,INPUT,GOVERNOR_OUTPUT,30018,17,%IW411,INPUT,411,u16,%,100,no,no,no,
turbine,INPUT,ACCELERATION,30019,18,%IW412,INPUT,412,i16,RPM/s,10,no,no,no,
turbine,INPUT,EFFICIENCY,30020,19,%IW413,INPUT,413,u16,%,100,no,no,no,
turbine,INPUT,LOCAL_OUTPUT,30026,25,%IW419,INPUT,419,u16,%,100,no,no,no,本地調節器輸出（自持控制的 MV）
